gene_name	gene_id
Aen	ENSMUSG00000030609
Mfge8	ENSMUSG00000030605
Abhd2	ENSMUSG00000039202
Polg	ENSMUSG00000039176
Ticrr	ENSMUSG00000046591
Pex11a	ENSMUSG00000030545
Ap3s2	ENSMUSG00000063801
Zfp710	ENSMUSG00000048897
Idh2	ENSMUSG00000030541
Sema4b	ENSMUSG00000030539
Cib1	ENSMUSG00000030538
Gdpgp1	ENSMUSG00000050973
Ngrn	ENSMUSG00000047084
Vps33b	ENSMUSG00000030534
Prc1	ENSMUSG00000038943
Blm	ENSMUSG00000030528
Wdr73	ENSMUSG00000025722
Sec11a	ENSMUSG00000025724
Zfp592	ENSMUSG00000005621
Rps17	ENSMUSG00000061787
Btbd1	ENSMUSG00000025103
Stard5	ENSMUSG00000046027
Abhd17c	ENSMUSG00000038459
Zfand6	ENSMUSG00000030629
Ctsc	ENSMUSG00000030560
Tmem135	ENSMUSG00000039428
Eed	ENSMUSG00000030619
Picalm	ENSMUSG00000039361
Crebzf	ENSMUSG00000051451
Tmem126a	ENSMUSG00000030615
Tmem126b	ENSMUSG00000030614
Pcf11	ENSMUSG00000041328
Ddias	ENSMUSG00000030641
Prcp	ENSMUSG00000061119
Nars2	ENSMUSG00000018995
Alg8	ENSMUSG00000035704
Aamdc	ENSMUSG00000035642
Rsf1	ENSMUSG00000035623
Clns1a	ENSMUSG00000025439
Pak1	ENSMUSG00000030774
Myo7a	ENSMUSG00000030761
Uvrag	ENSMUSG00000035354
Dgat2	ENSMUSG00000030747
Mogat2	ENSMUSG00000052396
Serpinh1	ENSMUSG00000070436
Arrb1	ENSMUSG00000018909
Rnf169	ENSMUSG00000058761
Pold3	ENSMUSG00000030726
Lipt2	ENSMUSG00000030725
Pgm2l1	ENSMUSG00000030729
Ppme1	ENSMUSG00000030718
C2cd3	ENSMUSG00000047248
Ucp2	ENSMUSG00000033685
Coa4	ENSMUSG00000044881
Mrpl48	ENSMUSG00000030706
Rab6a	ENSMUSG00000030704
Fam168a	ENSMUSG00000029461
Arhgef17	ENSMUSG00000032875
Clpb	ENSMUSG00000001829
Inppl1	ENSMUSG00000032737
Lamtor1	ENSMUSG00000030842
Numa1	ENSMUSG00000066306
Nup98	ENSMUSG00000063550
Pgap2	ENSMUSG00000030990
Stim1	ENSMUSG00000030987
Trim6	ENSMUSG00000072244
Fam160a2	ENSMUSG00000044465
Smpd1	ENSMUSG00000037049
Apbb1	ENSMUSG00000037032
Arfip2	ENSMUSG00000030881
Timm10b	ENSMUSG00000089847
Rrp8	ENSMUSG00000030888
Ilk	ENSMUSG00000030890
Taf10	ENSMUSG00000043866
Mrpl17	ENSMUSG00000030879
Eif3f	ENSMUSG00000031029
Rpl27a	ENSMUSG00000046364
St5	ENSMUSG00000031024
Akip1	ENSMUSG00000031023
Tmem9b	ENSMUSG00000031021
Dennd5a	ENSMUSG00000035901
Ipo7	ENSMUSG00000066232
Zfp143	ENSMUSG00000061079
Wee1	ENSMUSG00000031016
Swap70	ENSMUSG00000031015
Sbf2	ENSMUSG00000038371
Ctr9	ENSMUSG00000005609
Usp47	ENSMUSG00000059263
Tead1	ENSMUSG00000055320
Btbd10	ENSMUSG00000038187
Far1	ENSMUSG00000030759
Rras2	ENSMUSG00000055723
Copb1	ENSMUSG00000030754
Psma1	ENSMUSG00000030751
Pde3b	ENSMUSG00000030671
Calca	ENSMUSG00000030669
Plekha7	ENSMUSG00000045659
Rps13	ENSMUSG00000090862
Pik3c2a	ENSMUSG00000030660
Nucb2	ENSMUSG00000030659
Rps15a	ENSMUSG00000008683
Arl6ip1	ENSMUSG00000030654
Smg1	ENSMUSG00000030655
Coq7	ENSMUSG00000030652
Tmc7	ENSMUSG00000042246
Gde1	ENSMUSG00000033917
Ccp110	ENSMUSG00000033904
Knop1	ENSMUSG00000030980
Thumpd1	ENSMUSG00000030942
Eri2	ENSMUSG00000030929
Uqcrc2	ENSMUSG00000030884
Polr3e	ENSMUSG00000030880
Mettl9	ENSMUSG00000030876
Usp31	ENSMUSG00000063317
Cog7	ENSMUSG00000034951
Gga2	ENSMUSG00000030872
Ears2	ENSMUSG00000030871
Ubfd1	ENSMUSG00000030870
Ndufab1	ENSMUSG00000030869
Palb2	ENSMUSG00000044702
Dctn5	ENSMUSG00000030868
Plk1	ENSMUSG00000030867
Tnrc6a	ENSMUSG00000052707
Arhgap17	ENSMUSG00000030766
Lcmt1	ENSMUSG00000030763
Kdm8	ENSMUSG00000030752
Nsmce1	ENSMUSG00000030750
Gtf3c1	ENSMUSG00000032777
Xpo6	ENSMUSG00000000131
Sbk1	ENSMUSG00000042978
Spns1	ENSMUSG00000030741
Nfatc2ip	ENSMUSG00000030722
Rabep2	ENSMUSG00000030727
Sh2b1	ENSMUSG00000030733
Tufm	ENSMUSG00000073838
Atxn2l	ENSMUSG00000032637
Eif3c	ENSMUSG00000030738
Cln3	ENSMUSG00000030720
Slx1b	ENSMUSG00000059772
Bola2	ENSMUSG00000047721
Ypel3	ENSMUSG00000042675
Aldoa	ENSMUSG00000030695
Taok2	ENSMUSG00000059981
Kctd13	ENSMUSG00000030685
Cdipt	ENSMUSG00000030682
Kif22	ENSMUSG00000030677
Qprt	ENSMUSG00000030674
Cd2bp2	ENSMUSG00000042502
Tbc1d10b	ENSMUSG00000042492
Zfp553	ENSMUSG00000045598
Zfp771	ENSMUSG00000054716
Dctpp1	ENSMUSG00000042462
Sephs2	ENSMUSG00000049091
Zfp688	ENSMUSG00000045251
Zfp689	ENSMUSG00000048921
Rnf40	ENSMUSG00000030816
Bcl7c	ENSMUSG00000030814
Orai3	ENSMUSG00000043964
Stx4a	ENSMUSG00000030805
Zfp668	ENSMUSG00000049728
Zfp646	ENSMUSG00000049739
Vkorc1	ENSMUSG00000096145
Kat8	ENSMUSG00000030801
Prss8	ENSMUSG00000030800
Prss36	ENSMUSG00000070371
Fus	ENSMUSG00000030795
Armc5	ENSMUSG00000042178
Tial1	ENSMUSG00000030846
Bag3	ENSMUSG00000030847
Inpp5f	ENSMUSG00000042105
Mcmbp	ENSMUSG00000048170
Sec23ip	ENSMUSG00000055319
Wdr11	ENSMUSG00000042055
Plekha1	ENSMUSG00000040268
Pstk	ENSMUSG00000063179
Ikzf5	ENSMUSG00000040167
Acadsb	ENSMUSG00000030861
Oat	ENSMUSG00000030934
Lhpp	ENSMUSG00000030946
Fam53b	ENSMUSG00000030956
Zranb1	ENSMUSG00000030967
Ctbp2	ENSMUSG00000030970
Edrf1	ENSMUSG00000039990
Bccip	ENSMUSG00000030983
Mki67	ENSMUSG00000031004
Mgmt	ENSMUSG00000054612
Glrx3	ENSMUSG00000031068
Ppp2r2d	ENSMUSG00000041769
Bnip3	ENSMUSG00000078566
Tubgcp2	ENSMUSG00000025474
Zfp511	ENSMUSG00000025470
Echs1	ENSMUSG00000025465
Mtg1	ENSMUSG00000039018
Urah	ENSMUSG00000025481
Bet1l	ENSMUSG00000025484
Sirt3	ENSMUSG00000025486
Psmd13	ENSMUSG00000025487
Rnh1	ENSMUSG00000038650
Hras	ENSMUSG00000025499
Rassf7	ENSMUSG00000038618
Phrf1	ENSMUSG00000038611
Deaf1	ENSMUSG00000058886
Tmem80	ENSMUSG00000025505
Taldo1	ENSMUSG00000025503
Pnpla2	ENSMUSG00000025509
Cd151	ENSMUSG00000025510
Polr2l	ENSMUSG00000038489
Tspan4	ENSMUSG00000025511
Chid1	ENSMUSG00000025512
Ap2a2	ENSMUSG00000002957
Mob2	ENSMUSG00000025147
Ctsd	ENSMUSG00000007891
Mrpl23	ENSMUSG00000037772
Igf2	ENSMUSG00000048583
Cd81	ENSMUSG00000037706
Cdkn1c	ENSMUSG00000037664
Nap1l4	ENSMUSG00000059119
Cars	ENSMUSG00000010755
Ppfia1	ENSMUSG00000037519
Fadd	ENSMUSG00000031077
Fgf15	ENSMUSG00000031073
Sfi1	ENSMUSG00000023764
Drg1	ENSMUSG00000020457
Eif4enif1	ENSMUSG00000020454
Limk2	ENSMUSG00000020451
Rnf185	ENSMUSG00000020448
Morc2a	ENSMUSG00000034543
Pes1	ENSMUSG00000020430
Sec14l4	ENSMUSG00000019368
Sf3a1	ENSMUSG00000002129
Tbc1d10a	ENSMUSG00000034412
Mtmr3	ENSMUSG00000034354
Ascc2	ENSMUSG00000020412
Nf2	ENSMUSG00000009073
Nipsnap1	ENSMUSG00000034285
Thoc5	ENSMUSG00000034274
Ap1b1	ENSMUSG00000009090
Gas2l1	ENSMUSG00000034201
Ewsr1	ENSMUSG00000009079
Rhbdd3	ENSMUSG00000034175
Znrf3	ENSMUSG00000041961
Xbp1	ENSMUSG00000020484
Ccdc117	ENSMUSG00000020482
Mrps24	ENSMUSG00000020477
Urgcp	ENSMUSG00000049680
Dbnl	ENSMUSG00000020476
Pold2	ENSMUSG00000020471
Myl7	ENSMUSG00000020469
Ykt6	ENSMUSG00000002741
Nudcd3	ENSMUSG00000053838
Ddx56	ENSMUSG00000004393
Tmed4	ENSMUSG00000004394
Ogdh	ENSMUSG00000020456
Zmiz2	ENSMUSG00000041164
H2afv	ENSMUSG00000041126
Purb	ENSMUSG00000094483
Tbrg4	ENSMUSG00000000384
Tns3	ENSMUSG00000020422
Hus1	ENSMUSG00000020413
Upp1	ENSMUSG00000020407
Fignl1	ENSMUSG00000035455
Sec61g	ENSMUSG00000078974
Ppp3r1	ENSMUSG00000033953
Pno1	ENSMUSG00000020116
C1d	ENSMUSG00000000581
Spred2	ENSMUSG00000045671
Actr2	ENSMUSG00000020152
Cep68	ENSMUSG00000044066
Slc1a4	ENSMUSG00000020142
Sertad2	ENSMUSG00000049800
Aftph	ENSMUSG00000049659
Lgalsl	ENSMUSG00000042363
Peli1	ENSMUSG00000020134
Vps54	ENSMUSG00000020128
Ugp2	ENSMUSG00000001891
Commd1	ENSMUSG00000051355
Cct4	ENSMUSG00000007739
Xpo1	ENSMUSG00000020290
Usp34	ENSMUSG00000056342
Ahsa2	ENSMUSG00000020288
Pex13	ENSMUSG00000020283
Pus10	ENSMUSG00000020280
Papolg	ENSMUSG00000020273
Cfap36	ENSMUSG00000020462
Ccdc88a	ENSMUSG00000032740
Prorsd1	ENSMUSG00000032673
Mtif2	ENSMUSG00000020459
Rtn4	ENSMUSG00000020458
Sptbn1	ENSMUSG00000020315
Psme4	ENSMUSG00000040850
Bod1	ENSMUSG00000044502
Snrnp25	ENSMUSG00000040767
Nprl3	ENSMUSG00000020289
Mpg	ENSMUSG00000020287
Ubtd2	ENSMUSG00000044949
Fbxw11	ENSMUSG00000020271
Npm1	ENSMUSG00000057113
Ranbp17	ENSMUSG00000040594
Spdl1	ENSMUSG00000069910
Pank3	ENSMUSG00000018846
Rars	ENSMUSG00000018848
Wwc1	ENSMUSG00000018849
Hmmr	ENSMUSG00000020330
Nudcd2	ENSMUSG00000020328
Ccng1	ENSMUSG00000020326
Slu7	ENSMUSG00000020409
Ccnjl	ENSMUSG00000044707
Pwwp2a	ENSMUSG00000044950
Ublcp1	ENSMUSG00000041231
Rnf145	ENSMUSG00000019189
Clint1	ENSMUSG00000006169
Thg1l	ENSMUSG00000011254
Adam19	ENSMUSG00000011256
Med7	ENSMUSG00000020397
Trim41	ENSMUSG00000040365
Zfp62	ENSMUSG00000046311
Mgat1	ENSMUSG00000020346
Cnot6	ENSMUSG00000020362
Gfpt2	ENSMUSG00000020363
Mapk9	ENSMUSG00000020366
Rnf130	ENSMUSG00000020376
Tbc1d9b	ENSMUSG00000036644
Sqstm1	ENSMUSG00000015837
Mgat4b	ENSMUSG00000036620
Canx	ENSMUSG00000020368
Hnrnph1	ENSMUSG00000007850
Rufy1	ENSMUSG00000020375
Zfp354c	ENSMUSG00000044807
Phykpl	ENSMUSG00000020359
Hnrnpab	ENSMUSG00000020358
Nhp2	ENSMUSG00000001056
Rmnd5b	ENSMUSG00000001054
Sec24a	ENSMUSG00000036391
Sar1b	ENSMUSG00000020386
Cdkn2aipnl	ENSMUSG00000020392
Ube2b	ENSMUSG00000020390
Ppp2ca	ENSMUSG00000020349
Skp1a	ENSMUSG00000036309
Tcf7	ENSMUSG00000000782
Vdac1	ENSMUSG00000020402
Hspa4	ENSMUSG00000020361
Aff4	ENSMUSG00000049470
Uqcrq	ENSMUSG00000044894
Sept8	ENSMUSG00000018398
Kif3a	ENSMUSG00000018395
Rad50	ENSMUSG00000020380
Irf1	ENSMUSG00000018899
Fnip1	ENSMUSG00000035992
Rapgef6	ENSMUSG00000037533
Cdc42se2	ENSMUSG00000052298
Hint1	ENSMUSG00000020267
Anxa6	ENSMUSG00000018340
Gm2a	ENSMUSG00000000594
Atox1	ENSMUSG00000018585
G3bp1	ENSMUSG00000018583
Fam114a2	ENSMUSG00000020523
Mfap3	ENSMUSG00000020522
Galnt10	ENSMUSG00000020520
Sap30l	ENSMUSG00000020519
Larp1	ENSMUSG00000037331
Cnot8	ENSMUSG00000020515
Gemin5	ENSMUSG00000037275
Zfp692	ENSMUSG00000037243
Sh3bp5l	ENSMUSG00000013646
Zfp39	ENSMUSG00000037001
Rnf187	ENSMUSG00000020496
Hist3h2a	ENSMUSG00000078851
Trim11	ENSMUSG00000020455
Mrpl55	ENSMUSG00000036860
Arf1	ENSMUSG00000048076
Jmjd4	ENSMUSG00000036819
Flcn	ENSMUSG00000032633
Cops3	ENSMUSG00000019373
Med9	ENSMUSG00000061650
Rai1	ENSMUSG00000062115
Srebf1	ENSMUSG00000020538
Atpaf2	ENSMUSG00000042709
Alkbh5	ENSMUSG00000042650
Llgl1	ENSMUSG00000020536
Mief2	ENSMUSG00000018599
Smcr8	ENSMUSG00000049323
Tmem11	ENSMUSG00000043284
Map2k3	ENSMUSG00000018932
Usp22	ENSMUSG00000042506
Aldh3a2	ENSMUSG00000010025
Mapk7	ENSMUSG00000001034
B9d1	ENSMUSG00000001039
Epn2	ENSMUSG00000001036
Prpsap2	ENSMUSG00000020528
Akap10	ENSMUSG00000047804
Zswim7	ENSMUSG00000014243
Ttc19	ENSMUSG00000042298
Ncor1	ENSMUSG00000018501
Pigl	ENSMUSG00000014245
Ubb	ENSMUSG00000019505
Mmgt2	ENSMUSG00000048497
Tvp23b	ENSMUSG00000014177
Cox10	ENSMUSG00000042148
Elac2	ENSMUSG00000020549
Arhgap44	ENSMUSG00000033389
Map2k4	ENSMUSG00000033352
Adprm	ENSMUSG00000020910
Sco1	ENSMUSG00000069844
Myh10	ENSMUSG00000020900
Ndel1	ENSMUSG00000018736
Rpl26	ENSMUSG00000060938
Ctc1	ENSMUSG00000020898
Aurkb	ENSMUSG00000020897
Tmem107	ENSMUSG00000020895
Vamp2	ENSMUSG00000020894
Cntrob	ENSMUSG00000032782
Trappc1	ENSMUSG00000049299
Tmem88	ENSMUSG00000045377
Fxr2	ENSMUSG00000018765
Mpdu1	ENSMUSG00000018761
Senp3	ENSMUSG00000005204
Nlgn2	ENSMUSG00000051790
Tmem256	ENSMUSG00000070394
Plscr3	ENSMUSG00000019461
Neurl4	ENSMUSG00000047284
Gps2	ENSMUSG00000023170
Cldn7	ENSMUSG00000018569
Phf23	ENSMUSG00000018572
Dvl2	ENSMUSG00000020888
Acadvl	ENSMUSG00000018574
Pelp1	ENSMUSG00000018921
Arrb2	ENSMUSG00000060216
Med11	ENSMUSG00000018923
Mink1	ENSMUSG00000020827
Pfn1	ENSMUSG00000018293
Spag7	ENSMUSG00000018287
Camta2	ENSMUSG00000040712
Kif1c	ENSMUSG00000020821
Rabep1	ENSMUSG00000020817
Nup88	ENSMUSG00000040667
C1qbp	ENSMUSG00000018446
Dhx33	ENSMUSG00000040620
Derl2	ENSMUSG00000018442
Mis12	ENSMUSG00000040599
Txndc17	ENSMUSG00000020803
Med31	ENSMUSG00000020801
Smtnl2	ENSMUSG00000045667
Mybbp1a	ENSMUSG00000040463
Ube2g1	ENSMUSG00000020794
Ankfy1	ENSMUSG00000020790
Zzef1	ENSMUSG00000055670
Emc6	ENSMUSG00000047260
Tax1bp3	ENSMUSG00000040158
Ctns	ENSMUSG00000005949
Cluh	ENSMUSG00000020741
Pafah1b1	ENSMUSG00000020745
Mettl16	ENSMUSG00000010554
Mnt	ENSMUSG00000000282
Tsr1	ENSMUSG00000038335
Smg6	ENSMUSG00000038290
Ovca2	ENSMUSG00000038268
Rpa1	ENSMUSG00000000751
Smyd4	ENSMUSG00000018809
Prpf8	ENSMUSG00000020850
Pitpna	ENSMUSG00000017781
Inpp5k	ENSMUSG00000006127
Myo1c	ENSMUSG00000017774
Crk	ENSMUSG00000017776
Ywhae	ENSMUSG00000020849
Vps53	ENSMUSG00000017288
Glod4	ENSMUSG00000017286
Fam57a	ENSMUSG00000069808
Nxn	ENSMUSG00000020844
Timm22	ENSMUSG00000020843
Abr	ENSMUSG00000017631
Gosr1	ENSMUSG00000010392
Cpd	ENSMUSG00000020841
Git1	ENSMUSG00000011877
Taok1	ENSMUSG00000017291
Nufip2	ENSMUSG00000037857
Myo18a	ENSMUSG00000000631
Phf12	ENSMUSG00000037791
Dhrs13	ENSMUSG00000020834
Flot2	ENSMUSG00000061981
Eral1	ENSMUSG00000020832
Fam222b	ENSMUSG00000037750
Traf4	ENSMUSG00000017386
Rab34	ENSMUSG00000002059
Supt6	ENSMUSG00000002052
Sdf2	ENSMUSG00000002064
Spag5	ENSMUSG00000002055
Pigs	ENSMUSG00000041958
Unc119	ENSMUSG00000002058
Tmem199	ENSMUSG00000051232
Poldip2	ENSMUSG00000001100
Tnfaip1	ENSMUSG00000017615
Ift20	ENSMUSG00000001105
Tmem97	ENSMUSG00000037278
Nlk	ENSMUSG00000017376
Wsb1	ENSMUSG00000017677
Nf1	ENSMUSG00000020716
Rab11fip4	ENSMUSG00000017639
Utp6	ENSMUSG00000035575
Suz12	ENSMUSG00000017548
Crlf3	ENSMUSG00000017561
Atad5	ENSMUSG00000017550
Tefm	ENSMUSG00000046909
Rhot1	ENSMUSG00000017686
Zfp207	ENSMUSG00000017421
Psmd11	ENSMUSG00000017428
Tmem98	ENSMUSG00000035413
Zfp830	ENSMUSG00000046010
Lig3	ENSMUSG00000020697
Rffl	ENSMUSG00000020696
Rad51d	ENSMUSG00000018841
Nle1	ENSMUSG00000020692
Pex12	ENSMUSG00000018733
Ap2b1	ENSMUSG00000035152
Taf15	ENSMUSG00000020680
Heatr6	ENSMUSG00000000976
Ddx52	ENSMUSG00000020677
Tada2a	ENSMUSG00000018651
Acaca	ENSMUSG00000020532
Aatf	ENSMUSG00000018697
Lhx1	ENSMUSG00000018698
Ggnbp2	ENSMUSG00000020530
Myo19	ENSMUSG00000020527
Znhit3	ENSMUSG00000020526
Car4	ENSMUSG00000000805
Usp32	ENSMUSG00000000804
Appbp2	ENSMUSG00000018481
Ppm1d	ENSMUSG00000020525
Bcas3	ENSMUSG00000059439
Brip1	ENSMUSG00000034329
Ints2	ENSMUSG00000018068
Med13	ENSMUSG00000034297
Rnft1	ENSMUSG00000020521
Rps6kb1	ENSMUSG00000020516
Vmp1	ENSMUSG00000018171
Ptrh2	ENSMUSG00000072582
Cltc	ENSMUSG00000047126
Dhx40	ENSMUSG00000018425
Smg8	ENSMUSG00000020495
Trim37	ENSMUSG00000018548
Mtmr4	ENSMUSG00000018401
Supt4a	ENSMUSG00000020485
Mks1	ENSMUSG00000034121
Dynll2	ENSMUSG00000020483
Srsf1	ENSMUSG00000018379
Vezf1	ENSMUSG00000018377
Mrps23	ENSMUSG00000023723
Msi2	ENSMUSG00000069769
Akap1	ENSMUSG00000018428
Coil	ENSMUSG00000033983
Trim25	ENSMUSG00000000275
Pctp	ENSMUSG00000020553
Stxbp4	ENSMUSG00000020546
Cox11	ENSMUSG00000020544
Utp18	ENSMUSG00000054079
Mbtd1	ENSMUSG00000059474
Nme2	ENSMUSG00000020857
Nme1	ENSMUSG00000037601
Spag9	ENSMUSG00000020859
Tob1	ENSMUSG00000037573
Luc7l3	ENSMUSG00000020863
Ankrd40	ENSMUSG00000020864
Lrrc59	ENSMUSG00000020869
Eme1	ENSMUSG00000039055
Mrpl27	ENSMUSG00000024414
Xylt2	ENSMUSG00000020868
Itga3	ENSMUSG00000001507
Kat7	ENSMUSG00000038909
Slc35b1	ENSMUSG00000020873
Phb	ENSMUSG00000038845
Igf2bp1	ENSMUSG00000013415
Snf8	ENSMUSG00000006058
Ube2z	ENSMUSG00000014349
Atp5g1	ENSMUSG00000006057
Snx11	ENSMUSG00000020876
Cbx1	ENSMUSG00000018666
Nfe2l1	ENSMUSG00000038615
Cdk5rap3	ENSMUSG00000018669
Pnpo	ENSMUSG00000018659
Sp2	ENSMUSG00000018678
Scrn2	ENSMUSG00000020877
Mrpl10	ENSMUSG00000001445
Kpnb1	ENSMUSG00000001440
Npepps	ENSMUSG00000001441
Socs7	ENSMUSG00000038485
Pcgf2	ENSMUSG00000018537
Psmb3	ENSMUSG00000069744
Pip4k2b	ENSMUSG00000018547
Cwc25	ENSMUSG00000018541
Rpl23	ENSMUSG00000071415
Fbxl20	ENSMUSG00000020883
Med1	ENSMUSG00000018160
Cdk12	ENSMUSG00000003119
Erbb2	ENSMUSG00000062312
Mien1	ENSMUSG00000002580
Grb7	ENSMUSG00000019312
Ormdl3	ENSMUSG00000038150
Psmd3	ENSMUSG00000017221
Wipf2	ENSMUSG00000038013
Cdc6	ENSMUSG00000017499
Top2a	ENSMUSG00000020914
Igfbp4	ENSMUSG00000017493
Smarce1	ENSMUSG00000037935
Eif1	ENSMUSG00000035530
Jup	ENSMUSG00000001552
Fkbp10	ENSMUSG00000001555
Nt5c3b	ENSMUSG00000017176
Acly	ENSMUSG00000020917
Dnajc7	ENSMUSG00000014195
Nkiras2	ENSMUSG00000017837
Rab5c	ENSMUSG00000019173
Ghdc	ENSMUSG00000017747
Stat3	ENSMUSG00000004040
Atp6v0a1	ENSMUSG00000019302
Coasy	ENSMUSG00000001755
Mlx	ENSMUSG00000017801
Psmc3ip	ENSMUSG00000019303
Tubg1	ENSMUSG00000035198
Tubg2	ENSMUSG00000045007
Ezh1	ENSMUSG00000006920
Ramp2	ENSMUSG00000001240
Becn1	ENSMUSG00000035086
Psme3	ENSMUSG00000078652
Rundc1	ENSMUSG00000035007
Rpl27	ENSMUSG00000063316
Vat1	ENSMUSG00000034993
Dhx8	ENSMUSG00000034931
Etv4	ENSMUSG00000017724
Tmem101	ENSMUSG00000020921
Hdac5	ENSMUSG00000008855
Slc25a39	ENSMUSG00000018677
Grn	ENSMUSG00000034708
Gpatch8	ENSMUSG00000034621
Fzd2	ENSMUSG00000050288
Ccdc43	ENSMUSG00000020925
Gjc1	ENSMUSG00000034520
Eftud2	ENSMUSG00000020929
Kif18b	ENSMUSG00000051378
Hexim1	ENSMUSG00000048878
Plekhm1	ENSMUSG00000034247
Gosr2	ENSMUSG00000020946
Nsf	ENSMUSG00000034187
Arf2	ENSMUSG00000062421
Kansl1	ENSMUSG00000018412
Cdc27	ENSMUSG00000020687
Mettl2	ENSMUSG00000020691
Cyb561	ENSMUSG00000019590
Dcaf7	ENSMUSG00000049354
Taco1	ENSMUSG00000001983
Map3k3	ENSMUSG00000020700
Limd2	ENSMUSG00000040699
Ccdc47	ENSMUSG00000078622
Ddx42	ENSMUSG00000020705
Ftsj3	ENSMUSG00000020706
Psmc5	ENSMUSG00000020708
Smarcd2	ENSMUSG00000078619
Polg2	ENSMUSG00000020718
Ddx5	ENSMUSG00000020719
Cep95	ENSMUSG00000018372
Smurf2	ENSMUSG00000018363
Kpna2	ENSMUSG00000018362
Bptf	ENSMUSG00000040481
Nol11	ENSMUSG00000018433
Pitpnc1	ENSMUSG00000040430
Psmd12	ENSMUSG00000020720
Helz	ENSMUSG00000020721
Gna13	ENSMUSG00000020611
Amz2	ENSMUSG00000020610
Fam104a	ENSMUSG00000041629
Cdc42ep4	ENSMUSG00000041598
Ttyh2	ENSMUSG00000034714
Gprc5c	ENSMUSG00000051043
Slc9a3r1	ENSMUSG00000020733
Cdr2l	ENSMUSG00000050910
Atp5h	ENSMUSG00000034566
Nt5c	ENSMUSG00000020736
Sumo2	ENSMUSG00000020738
Nup85	ENSMUSG00000020739
Gga3	ENSMUSG00000020740
Mrps7	ENSMUSG00000046756
Mif4gd	ENSMUSG00000020743
Grb2	ENSMUSG00000059923
Caskin2	ENSMUSG00000034471
Tsen54	ENSMUSG00000020781
Llgl2	ENSMUSG00000020782
Recql5	ENSMUSG00000020752
Galk1	ENSMUSG00000020766
Unk	ENSMUSG00000020770
Mrpl38	ENSMUSG00000020775
Fbf1	ENSMUSG00000020776
Acox1	ENSMUSG00000020777
Ten1	ENSMUSG00000020778
Srp68	ENSMUSG00000020780
Ubald2	ENSMUSG00000050628
Ube2o	ENSMUSG00000020802
Rhbdf2	ENSMUSG00000020806
Mxra7	ENSMUSG00000020814
Jmjd6	ENSMUSG00000056962
Mettl23	ENSMUSG00000090266
Srsf2	ENSMUSG00000034120
Mfsd11	ENSMUSG00000020818
Sec14l1	ENSMUSG00000020823
Sept9	ENSMUSG00000059248
Tnrc6c	ENSMUSG00000025571
Tmc6	ENSMUSG00000025572
Syngr2	ENSMUSG00000048277
Birc5	ENSMUSG00000017716
Pgs1	ENSMUSG00000017715
Usp36	ENSMUSG00000033909
Cant1	ENSMUSG00000025575
Cbx2	ENSMUSG00000025577
Tbc1d16	ENSMUSG00000039976
Ccdc40	ENSMUSG00000039963
Gaa	ENSMUSG00000025579
Eif4a3	ENSMUSG00000025580
Chmp6	ENSMUSG00000025371
Cep131	ENSMUSG00000039781
Slc38a10	ENSMUSG00000061306
Actg1	ENSMUSG00000062825
Nploc4	ENSMUSG00000039703
Ccdc137	ENSMUSG00000049957
Arl16	ENSMUSG00000057594
Hgs	ENSMUSG00000025793
Mrpl12	ENSMUSG00000039640
Slc25a10	ENSMUSG00000025792
P4hb	ENSMUSG00000025130
Arhgdia	ENSMUSG00000025132
Alyref	ENSMUSG00000025134
Anapc11	ENSMUSG00000025135
Pcyt2	ENSMUSG00000025137
Mafg	ENSMUSG00000051510
Aspscr1	ENSMUSG00000025142
Rac3	ENSMUSG00000018012
Rfng	ENSMUSG00000025158
Gps1	ENSMUSG00000025156
Dus1l	ENSMUSG00000025155
Fasn	ENSMUSG00000025153
Slc16a3	ENSMUSG00000025161
Csnk1d	ENSMUSG00000025162
Ogfod3	ENSMUSG00000025169
Narf	ENSMUSG00000000056
Foxk2	ENSMUSG00000039275
Wdr45b	ENSMUSG00000025173
Fn3krp	ENSMUSG00000039253
Tbcd	ENSMUSG00000039230
Casd1	ENSMUSG00000015189
Peg10	ENSMUSG00000092035
Ppp1r9a	ENSMUSG00000032827
Slc25a13	ENSMUSG00000015112
Asns	ENSMUSG00000029752
Mios	ENSMUSG00000042447
Rpa3	ENSMUSG00000012483
Ndufa4	ENSMUSG00000029632
Tmem106b	ENSMUSG00000029571
Tmem168	ENSMUSG00000029569
Tes	ENSMUSG00000029552
Lsm8	ENSMUSG00000044155
Fam3c	ENSMUSG00000029672
Wasl	ENSMUSG00000029684
Arf5	ENSMUSG00000020440
Impdh1	ENSMUSG00000003500
Hilpda	ENSMUSG00000043421
Calu	ENSMUSG00000029767
Ccdc136	ENSMUSG00000029769
Flnc	ENSMUSG00000068699
Tnpo3	ENSMUSG00000012535
Smo	ENSMUSG00000001761
Nrf1	ENSMUSG00000058440
Ube2h	ENSMUSG00000039159
Klhdc10	ENSMUSG00000029775
Tmem209	ENSMUSG00000029782
Cep41	ENSMUSG00000029790
Copg2	ENSMUSG00000025607
Mkln1	ENSMUSG00000025609
Podxl	ENSMUSG00000025608
Chchd3	ENSMUSG00000053768
Akr1b3	ENSMUSG00000001642
Akr1b10	ENSMUSG00000061758
Bpgm	ENSMUSG00000038871
Cnot4	ENSMUSG00000038784
Nup205	ENSMUSG00000038759
Mtpn	ENSMUSG00000029840
